,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ACTN4,,1.0,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,,0.7362645557887559,
ACVR2A,,0.8646573065177716,,
ACVR2B,,0.842685019466022,0.8034846251309666,
ADA,0.4415954415954417,,0.37051320772251,0.27413965344999824
ADA2,,0.15143796600750242,,
ADAM10,,,0.17412096100620691,
ADAM11,,,0.17412096100620691,
ADAM17,0.3991916012376371,,0.33551286258867485,
ADAM19,0.16837531400638198,,0.18775164229709684,
ADAM22,,0.17125165583315363,0.22695253464484233,
ADAM33,0.16837531400638198,,,
ADAM9,,,0.17412096100620691,
ADAMTS10,0.14950566674704605,,,
ADAMTS12,0.19707565162110616,0.17125165583315363,,
ADAMTS14,,0.15143796600750242,,
ADAMTS4,,,0.3325204740812726,
ADAMTS7,0.18913971934106164,0.17125165583315363,0.20360470200725792,
ADAMTS9,0.20473970473970474,,,
ADAMTSL3,1.0,,1.0,
ADAMTSL4,,,0.17412096100620691,
ADARB2,1.0,,1.0,
ADCY1,1.0,,1.0,
ADCY2,1.0,1.0,,
ADCY7,,1.0,1.0,
ADCY8,1.0,,1.0,
ADCYAP1,0.17205017205017203,,0.19565697460434303,
ADCYAP1R1,0.16837531400638198,0.13066933066933067,0.17412096100620691,
ADD2,,,1.0,
ADD3,1.0,,,0.98565497002997
ADGRA1,,,,0.7411522646632364
ADGRA2,1.0,,1.0,
ADGRB1,0.600024975024975,0.49321266968325794,,
ADGRB2,1.0,,0.9692512810383533,
ADGRB3,,,1.0,
ADGRG1,0.37575757575757573,0.3088907060681254,,
ADGRG5,,0.20721026546269267,0.22695253464484233,
ADGRL1,,1.0,,
ADGRL3,0.5165231880033324,,0.4844839371155161,
ADI1,0.7773787298674176,,,
ADIPOR1,0.6893763266956434,0.5749154582676667,,
ADM,,0.2642663939833751,0.24731151201739437,
ADRA2A,1.0,,1.0,1.0
ADRB1,,,0.9036419353772494,
ADSS,0.26251092657342656,,,
AEBP1,,,0.5897853380577961,
AFAP1L2,,1.0,,
AFDN,,1.0,1.0,
AFF2,1.0,0.9829454127961591,,
AFF3,0.5985805239536582,,0.5585854559947824,
AFG3L2,0.15671075912039767,,,
AGA,,,0.24893856143856144,
AGAP1,,1.0,1.0,
AGAP2,1.0,,1.0,
AGAP3,,1.0,,
AGFG1,1.0,,,
AGFG2,1.0,,1.0,
AGMAT,,,0.6476450378889403,
AGRN,0.990313658707441,,0.9638917979668139,
AHI1,1.0,,1.0,
AHNAK2,,1.0,,
AHRR,1.0,,0.9856082781846973,
AIF1,,0.20361145703611458,0.19565697460434303,
AIF1L,,0.9015453819923094,,
AIFM1,0.17205017205017203,,0.17412096100620691,
AJAP1,0.990313658707441,,0.9099976328891992,0.7831392488108906
AK1,,,0.9036419353772494,
AK5,,1.0,,
AKAP1,1.0,,,
AKAP11,,0.9432471922834298,,
AKAP12,,,0.8297952047952047,
AKAP13,,,1.0,
AKAP5,,,0.3186413586413587,
AKAP8L,,1.0,1.0,
AKAP9,,,1.0,
AKIRIN2,,0.8976230582069997,,
AKNA,,1.0,1.0,
AKR1B1,0.16494375190027363,0.15143796600750242,0.17412096100620691,
AKR1C1,0.17205017205017203,,,
AKR1C2,0.16494375190027363,,,
AKR7A2,,,0.2525965913436911,
AKT3,,0.8368483368483368,,
AKTIP,0.9623920383414055,,,
ALCAM,,0.2949038276733837,,
ALDH18A1,,1.0,,
ALDH1A2,0.2200844840438749,,,
ALDH1B1,0.6284891579009225,,,
ALDH2,0.33595059910849384,0.2571853574298562,,
ALDH5A1,1.0,1.0,,
ALDH6A1,,1.0,,
ALDOA,,0.44900401141635365,,
ALDOC,,0.7764189299073019,0.7366299821291639,
ALG13,0.9707865729275186,,,
ALKBH5,,0.9339343431315372,0.8869474211089118,
ALOX5AP,,0.13066933066933067,0.15619674443203854,0.11521811521811522
ALOXE3,0.29657638778159956,,0.3294594294594294,
ALPK1,,1.0,,1.0
ALPL,,0.588733918015686,,
ALS2CL,1.0,1.0,,
ALYREF,,1.0,,1.0
AMER2,,0.534773387392145,0.5682329840544851,
AMFR,,,0.17412096100620691,
AMIGO2,1.0,,,
AMMECR1,0.757343477155904,,0.6650028354773522,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.990313658707441,,,
AMPD2,,0.6033347759732125,,
AMPH,,,1.0,
AMT,1.0,,,
ANAPC16,1.0,,1.0,
ANGPT1,0.5701227905952315,0.5206227734529622,,
ANGPTL2,,0.44025801784422475,0.4481312138742869,
ANK1,0.38792786161207216,,,
ANKDD1A,,0.7387842926304465,0.7517510245503902,
ANKMY2,,1.0,,
ANKRD27,,,0.531068931068931,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.7622377622377623,,
ANKRD37,0.5701227905952315,0.4791786462873996,0.5210598713924657,0.4219676427468635
ANKRD44,,1.0,1.0,
ANKRD46,0.5708398184887213,0.44900401141635365,,
ANKRD50,0.7135326984573217,,0.6526446047297866,
ANKRD9,,0.6812452691300755,,
ANKS1A,1.0,,,
ANKS1B,1.0,1.0,1.0,
ANKZF1,,0.14115514115514116,,
ANLN,,1.0,1.0,
ANO3,0.9369444115206828,0.8936580660718592,,
ANOS1,0.8943904818168079,0.8658811068449622,,
ANP32B,,1.0,1.0,
ANP32E,,0.41292698197098804,,
ANTXR2,,,0.32125152730067663,
ANXA1,,0.17125165583315363,0.18876857739416983,
ANXA11,,0.9642766871682534,0.9568046749169198,
ANXA2,,,0.3531287365484257,
ANXA5,1.0,,0.9373854491964728,
AOAH,,0.34672187018757417,0.3531287365484257,0.29987849987849985
AP1AR,1.0,1.0,,
AP1G2,1.0,,,
AP1S1,1.0,,,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5Z1,,0.3088907060681254,,
APAF1,0.1445221445221445,,0.17412096100620691,
APBA1,1.0,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,0.2534965034965035,0.20718543201764678,,0.1580134151562723
APC,1.0,,1.0,
APC2,1.0,,1.0,
APCDD1,0.1445221445221445,0.15143796600750242,0.17412096100620691,
APLN,,,0.2594995913177731,
APLP1,,0.652671010478663,,
APLP2,0.34884655574310747,0.2489333451358768,,
APMAP,,1.0,,
APOBEC3C,,0.503550853291786,0.4758682178037017,0.405980811641189
APOBEC3F,,1.0,1.0,
APOE,,,0.22695253464484233,
APOL2,,0.34672187018757417,0.3383802038669296,0.2491404699196907
APOL3,,0.17125165583315363,0.177022977022977,0.1279369980668682
APOL6,,0.22601235973328998,0.23884052455481028,0.16648489125553348
APOLD1,1.0,,,
APOO,0.18715097851788498,,0.17412096100620691,
APOOL,0.2933370260102933,,0.23884052455481028,
APP,,0.13066933066933067,,
APPL2,,,,1.0
APRT,,0.48851148851148857,,
AQP1,,0.13066933066933067,0.17412096100620691,0.11521811521811522
AQP3,,0.2718470340847963,0.2525965913436911,0.1881586155779704
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,1.0,,
ARF6,,1.0,1.0,
ARFGAP1,,,1.0,
ARFGEF2,1.0,,,
ARFGEF3,1.0,1.0,,1.0
ARG2,0.3582691817985936,0.31306193806193805,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP22,,,,0.3430748356121491
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP32,,1.0,,
ARHGAP33,1.0,,1.0,
ARHGAP36,1.0,,1.0,1.0
ARHGAP39,,,1.0,
ARHGAP5,1.0,,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,1.0
ARHGDIA,,1.0,,
ARHGDIB,,0.27335423197492165,0.2594995913177731,0.20592173783663148
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,0.363864520471372,
ARHGEF2,,1.0,,
ARHGEF25,1.0,,,
ARHGEF26,,1.0,,
ARHGEF28,1.0,1.0,,
ARHGEF3,,1.0,1.0,
ARHGEF6,0.9363887530239137,0.8872676033375451,0.8851148851148852,
ARHGEF9,,1.0,,
ARID5B,,0.13066933066933067,,
ARL1,,1.0,,
ARL10,1.0,,,
ARL13B,,1.0,1.0,
ARL4A,1.0,,,
ARL4C,1.0,,1.0,
ARL6IP5,0.33595059910849384,,,
ARMCX2,1.0,,1.0,
ARMCX3,0.62374860682336,,0.5944410618966832,
ARMCX4,0.7851990529155883,0.7282949383627021,,
ARMCX5,1.0,,,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,1.0,,1.0,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC2,,0.6777982496545372,0.6561923461834888,
ARRDC3,,,0.8335864577574232,
ARSD,0.6893763266956434,,0.6544200480370692,
ART3,,0.6174369920367786,,0.46455944055944054
ARX,1.0,,,
ASAH1,0.2534965034965035,0.21744819597580334,,
ASAP1,1.0,,1.0,
ASAP2,1.0,,,
ASB4,0.7348583619770062,,0.6508197684668273,
ASB6,,1.0,,
ASF1A,,,0.41926494558073507,
ASF1B,,0.4476119625055795,0.4787810054713969,
ASIC1,0.4464642908578835,,,
ASIC2,,1.0,1.0,
ASPH,,0.6372019148044383,0.6145445682572008,
ASPRV1,,,0.6769870955917467,
ASS1,,0.23485163485163485,,
ASTN1,1.0,1.0,1.0,1.0
ASTN2,,1.0,,
ASXL2,,,0.8826424971676369,
ASXL3,1.0,,1.0,
ATAD1,0.5142667551426675,,,
ATCAY,,0.13066933066933067,,
ATF3,0.2408702408702409,0.16732048439365513,0.19241627937280112,0.11783670874579967
ATF5,,0.8112141252412746,,
ATF7IP,,,0.8000466352869099,
ATG12,0.31840034965034963,,0.20290008994327932,
ATG13,,,0.17412096100620691,
ATG16L2,,0.5281352554079827,0.5057799343513629,
ATG4A,0.5400956431884266,,0.4287275224775225,
ATG4B,,,0.22993207909409027,
ATG9A,,0.2937961396205508,,
ATG9B,0.8408700757266112,,0.7501931428507647,
ATL2,,0.8196104970298519,,
ATL3,0.2921192282894411,,,
ATMIN,0.1445221445221445,,,
ATN1,,,0.30779044138572625,
ATOX1,0.16837531400638198,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11A,0.8902449968590147,,0.8131868131868132,
ATP11C,0.5437951878629844,,0.4380300006898472,
ATP12A,0.8526956914053688,,,
ATP13A2,,,0.22993207909409027,
ATP13A3,1.0,1.0,,
ATP1A2,,0.588733918015686,0.6153250595558288,
ATP1A4,,,,1.0
ATP1B1,,0.3975306989661057,,
ATP1B3,0.5527972027972027,,,
ATP2A2,0.9634809634809636,0.8689122582252352,,
ATP2B2,1.0,,1.0,
ATP2B3,,0.8828934884211267,,
ATP2B4,,1.0,,
ATP6AP1,,0.15680319680319682,,
ATP6AP2,0.14950566674704605,0.14115514115514116,0.17412096100620691,
ATP6V0A1,,0.15143796600750242,,
ATP6V0D1,0.2200844840438749,,0.19241627937280112,
ATP6V0D2,0.15484515484515485,,0.17412096100620691,
ATP6V0E2,,0.15143796600750242,,
ATP6V1A,0.18913971934106164,0.15143796600750242,,
ATP6V1B2,0.17205017205017203,,0.177022977022977,
ATP6V1C1,0.33595059910849384,,0.304970277247505,
ATP6V1D,0.16494375190027363,,,
ATP6V1F,0.12751953928424517,,,
ATP6V1G2,,1.0,1.0,
ATP8A1,0.7135326984573217,,0.6316351558888872,
ATP8B2,1.0,,,
ATP9A,,1.0,1.0,
ATP9B,0.5353602918820309,,,
ATRN,,0.7520649036378302,,
ATRNL1,1.0,,1.0,
ATXN1,0.5812061590181774,,,0.4090771613707394
ATXN2,,,1.0,
ATXN2L,,,0.7199428186875886,
AUTS2,,,0.7502402359545217,
AVPI1,,1.0,0.9984095904095903,
AVPR1B,0.8662444113263785,,,
AXIN2,0.601645050984258,,0.535652050215157,
AZGP1,1.0,1.0,,
B2M,,0.516919861747448,0.535652050215157,0.42154801720019114
B3GALNT1,,1.0,,
B3GALT6,,1.0,,
B3GAT1,,,1.0,
B3GAT2,,1.0,,
B3GLCT,,,,0.8674870835535655
B3GNT2,,0.1615612648221344,0.177022977022977,
B3GNT4,1.0,,,
B3GNT9,0.2408702408702409,,0.24893856143856144,
B4GALT1,,1.0,1.0,
B4GALT4,,0.9858577758801139,,
B4GALT6,0.9647829647829648,0.9096117828288985,,
B4GAT1,,1.0,,
BAALC,,1.0,,1.0
BACE2,,,0.3475582009613423,
BAD,0.15484515484515485,,,
BAG1,0.16494375190027363,,0.177022977022977,
BAHCC1,1.0,,0.9893751629647476,
BAHD1,1.0,,,
BAIAP3,1.0,1.0,,
BAK1,,0.13066933066933067,0.15619674443203854,
BAMBI,0.2921192282894411,,,
BAP1,0.4415954415954417,,,
BARHL1,0.8478836174396427,,0.8102411183982181,
BASP1,,0.3273051899744356,,
BATF3,,0.17658017658017658,,0.11783670874579967
BAZ1A,,0.9290333196215549,0.9376902470897249,
BBS4,,,1.0,
BCAM,,,0.7281848226338699,
BCAN,,1.0,,
BCAS2,1.0,,,
BCAT1,0.8234946871310508,,0.7502402359545217,
BCAT2,,,0.7369936186262717,
BCHE,1.0,1.0,,
BCL11A,1.0,,1.0,
BCL11B,0.8191698772202606,0.7764189299073019,,
BCL2L1,0.14950566674704605,,0.17412096100620691,
BCL2L11,0.12751953928424517,,,
BCL2L13,,,,0.11521811521811522
BCL6,0.2016588063099691,0.15431807456347335,0.17412096100620691,0.12022759848846806
BCL9L,0.9186786367994421,,,
BCLAF3,1.0,,1.0,
BCORL1,0.5701227905952315,0.5012380615493456,0.47496561061987236,
BDKRB2,,0.23718568665377174,,
BDNF,0.7134983553646858,,,
BECN1,,0.13066933066933067,,
BEND5,,,0.745883330152993,
BET1L,,1.0,,
BEX1,1.0,,1.0,
BEX2,0.8413855497630683,,0.7219702732630172,
BEX3,0.17205017205017203,,0.17412096100620691,
BEX4,1.0,,1.0,
BGN,,,0.744609137840403,
BHLHB9,0.7740479956323815,,0.7179017456095541,
BHLHE22,1.0,,1.0,
BHLHE41,,0.59303773149927,,
BICRA,1.0,,,
BIRC7,0.1445221445221445,0.13066933066933067,,
BLCAP,0.7740479956323815,0.6652256834075017,0.6775235074204147,
BLM,,0.13066933066933067,0.17412096100620691,
BLVRA,,,0.19241627937280112,
BMP1,,0.3427979698546426,,
BMP2,0.601645050984258,,0.48278993733539194,0.4029903745543556
BMP3,1.0,,1.0,
BMP7,1.0,1.0,1.0,1.0
BMPR1B,,0.7883031940333234,,
BNC2,,0.643138111888112,0.6496111031825318,
BNIP3,,0.13066933066933067,0.15619674443203854,
BNIP3L,,0.13066933066933067,0.17412096100620691,
BOC,0.19707565162110616,0.20721026546269267,0.177022977022977,
BPTF,,0.5650769553771864,,
BRAT1,0.4936240230357878,,,
BRD7,,0.6977176366940147,,
BRF2,1.0,,,
BRI3,,0.31959969164693575,,
BRI3BP,0.8337816030123723,,0.7366299821291639,
BRINP1,,1.0,,
BRINP3,0.6663537804477402,,,
BRMS1,,0.4611067944401277,,
BRMS1L,1.0,,,
BRS3,0.8413855497630683,,0.7586699015270444,
BRSK1,,,0.9856082781846973,
BRWD1,,0.8774374240369202,0.8307772109547258,
BSPRY,,0.245631606245417,0.24731151201739437,
BST2,,0.23718568665377174,0.2661258563263017,0.1881586155779704
BTAF1,,1.0,0.9889551788993131,
BTBD11,,1.0,1.0,
BTBD3,0.990313658707441,0.9545295613477432,0.9412217795141469,
BTBD6,0.9623920383414055,,,
BTG1,0.48452510880256544,0.4035376388317565,,
BTG2,0.452417148069322,0.33578131905269454,0.36403918661983176,0.2835893388379576
BTN2A2,,0.5723316683316684,,0.4549939856062305
BTN3A1,,1.0,,0.8665429278242649
BTN3A2,,0.4300087667434606,0.4674445359041937,0.34041715859897675
BTNL9,1.0,,1.0,
BUB3,1.0,,1.0,
BUD23,,,1.0,
BZW2,,,0.6650028354773522,
C10orf90,0.7134983553646858,,0.585388791942913,
C11orf87,1.0,,1.0,
C12orf49,,,0.607009721795714,
C12orf76,0.8823839477105809,,,
C16orf89,,1.0,,
C18orf21,,1.0,1.0,
C19orf53,1.0,,,
C19orf54,,,0.6131665436013263,
C19orf57,,,1.0,
C1QL1,0.5176331747247366,0.4629734150937981,,
C1QTNF1,,0.3975306989661057,0.36169146468149793,
C1QTNF3,0.990313658707441,,0.9053121375269026,
C1R,0.15671075912039767,0.14115514115514116,,0.11521811521811522
C1S,,0.2306483142218013,,0.15249456425927013
C1orf115,,,0.49521874006999866,
C1orf61,1.0,,1.0,
C2,,0.21254706831629908,,
C20orf27,0.8102481862129052,,0.7277938008835019,
C2CD2,,,1.0,
C2CD2L,,1.0,,
C2CD4C,1.0,,1.0,
C2orf68,,1.0,,
C3,,0.2937961396205508,,0.21963453213453216
C3AR1,,0.30800627943485087,0.3475582009613423,
C3orf18,,,1.0,
C3orf58,0.8489730165122836,0.7743594104679232,,0.6276355223723644
C3orf70,1.0,,1.0,
C4orf19,0.4377353415814954,0.37461514594620393,,
C6orf106,0.9222612951102435,,0.8526160664389606,
C6orf120,,0.8905352073668906,,
C6orf223,,0.6780503079010542,,
C6orf226,,,1.0,
C7orf43,0.17205017205017203,,,
C8orf34,,0.8948820787056082,,
C8orf82,1.0,,0.9317305472670843,
C9orf40,0.925545043192102,,,
C9orf64,1.0,,,
C9orf72,0.1445221445221445,0.15143796600750242,,
CA10,1.0,,1.0,
CA12,0.62374860682336,,0.5581473677207288,
CA2,0.9065861534399772,0.8112141252412746,,
CA8,1.0,,1.0,
CA9,1.0,,1.0,
CAB39,,,0.19241627937280112,
CABIN1,,,0.3984879076043171,
CABLES1,,0.4476119625055795,0.47789874011566497,
CABP7,,,0.9031050250562447,
CACHD1,1.0,,1.0,
CACNA1A,1.0,1.0,1.0,
CACNA1D,,0.13066933066933067,,
CACNA1E,,0.16732048439365513,0.19241627937280112,
CACNA1G,0.274001091844958,0.1971304557511454,0.1980257031104489,
CACNA2D1,1.0,,1.0,
CACNA2D2,0.601645050984258,0.48268354336955915,,0.40957672464521777
CACNA2D3,,0.8976230582069997,0.875162785211977,
CACNA2D4,1.0,,,
CACNB1,,,1.0,
CACNB2,1.0,1.0,,
CACNB4,,1.0,1.0,
CACNG4,1.0,0.9545295613477432,,
CACNG7,,,1.0,
CACNG8,1.0,,1.0,1.0
CACTIN,0.25186431825435973,,,
CACUL1,0.7560411119129979,,,
CAD,1.0,,0.9780213501143735,
CADM1,1.0,1.0,1.0,
CADM2,1.0,,1.0,
CADM3,,1.0,1.0,
CADPS,,0.8936580660718592,,
CADPS2,,1.0,,
CALB1,0.5915273750639605,0.5468227424749164,,
CALB2,0.9623920383414055,,,
CALHM2,,1.0,1.0,
CALHM5,0.8203247134544843,,0.746217753423518,
CALU,,1.0,,
CALY,,1.0,1.0,
CAMK1D,,,0.6673239195130614,
CAMK2A,1.0,1.0,1.0,
CAMK2B,,1.0,,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,1.0,
CAMKK1,,,,0.8967180360622984
CAMKV,1.0,1.0,,
CAMSAP3,,,1.0,
CANX,,0.15143796600750242,,
CAP1,,0.9015453819923094,,
CAP2,0.8711227422883864,,0.8237310787646358,
CAPG,,0.5206227734529622,0.5430737185311997,
CAPN1,,0.1971304557511454,0.21992118311136716,
CAPN15,,0.20721026546269267,,
CAPN5,,0.24163722875063082,,
CAPZA1,,1.0,,
CAPZA2,,1.0,,
CARD10,,,0.19241627937280112,
CARD19,0.28586797817567056,,,
CARD8,,0.13066933066933067,0.17412096100620691,
CARMIL2,,1.0,,
CARMIL3,0.3231551057638014,,0.2619622529936431,
CARTPT,0.2933370260102933,,0.2525965913436911,0.1580134151562723
CASC10,0.5945115490570037,,0.4892234069522598,
CASC3,,1.0,,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,0.13066933066933067,0.17412096100620691,0.11521811521811522
CASP10,,0.13066933066933067,0.17412096100620691,
CASP7,,0.13066933066933067,,
CAV2,,,0.19241627937280112,
CBFA2T2,,0.8948820787056082,,
CBLB,1.0,,0.9638917979668139,
CBLN1,,0.8667695166843379,0.8300410700410701,
CBLN2,0.6943837412587412,,0.6162834300370117,
CBLN4,0.6975006975006974,,0.6264017936950268,
CBS,0.48910936100228647,,,
CBX7,,0.6576624594917277,,
CCDC124,0.7348583619770062,,,
CCDC136,,1.0,1.0,
CCDC137,,,,1.0
CCDC152,1.0,,1.0,
CCDC181,,,0.8437362491416546,
CCDC184,,0.8667695166843379,,0.7380931170740088
CCDC186,,1.0,,
CCDC40,0.9623920383414055,,,
CCDC6,,,0.6401926840283005,
CCDC80,,0.13066933066933067,,
CCDC82,,1.0,,
CCDC85C,1.0,,,0.9181734707341177
CCDC86,1.0,,1.0,
CCDC88A,,1.0,,
CCDC88B,,0.7629541511120458,0.7586699015270444,
CCDC9,,,1.0,
CCDC90B,0.4775146880410038,,,
CCK,0.7773787298674176,,0.7199428186875886,
CCL2,0.20473970473970474,0.17658017658017658,0.22993207909409027,0.14340978170765406
CCL28,,0.2245879120879121,0.21374291343331592,
CCL4,,0.23944641745688866,0.24893856143856144,
CCL5,,0.15143796600750242,0.17412096100620691,0.11521811521811522
CCM2,,0.8976230582069997,0.8918156860345435,
CCNA2,0.23190762725646447,,0.19241627937280112,
CCNB1,0.2933370260102933,0.23485163485163485,0.20360470200725792,
CCND1,,0.4708844318534762,0.5089161120728201,
CCND2,,0.7109761583445794,,
CCND3,,0.38669623059866964,0.4126549126549126,
CCNE2,,,0.5701496084560601,
CCNF,,0.8769901250977786,,
CCNG2,0.4904411178175437,,0.4363082360514966,
CCNH,,,0.36148389425700345,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR1,,,0.19241627937280112,
CCR2,,0.18495475113122176,0.21992118311136716,
CCR5,,0.19392621512762856,0.19241627937280112,
CCSAP,,,0.7414274037650662,
CCSER2,,,1.0,
CCT4,1.0,,,
CCT7,1.0,,,
CCZ1,,1.0,1.0,
CD109,,0.8381257509010813,0.8307772109547258,
CD2,,0.5250971250971251,0.5168913400281586,0.4227960880321396
CD200,1.0,1.0,,
CD200R1,,0.6530122896550737,0.6401926840283005,
CD27,,0.23718568665377174,0.2525965913436911,0.18853873399327947
CD274,,0.7447150550598827,0.746217753423518,0.6240295418866847
CD276,,,0.37117720988688735,
CD300A,,1.0,1.0,
CD34,,1.0,,
CD37,,0.17658017658017658,0.18876857739416983,0.13126114391937177
CD3E,,0.9096117828288985,0.8869474211089118,0.7831392488108906
CD4,,0.5324454956807898,0.5686192595283504,
CD40,,,0.19241627937280112,
CD44,0.23770089559563246,0.15431807456347335,,0.11783670874579967
CD47,0.5519438685267831,0.5233274188498068,0.4911620171735779,0.41663693449407735
CD48,,0.25091118357951275,0.24731151201739437,0.18853873399327947
CD53,,0.25091118357951275,0.31451655140975526,0.20592173783663148
CD6,,0.5250971250971251,0.5490903582101886,0.4444127301270159
CD74,,0.15143796600750242,0.177022977022977,0.11521811521811522
CD82,0.7348583619770062,,0.6724723671818208,
CD83,0.46765734265734266,,,
CD84,,1.0,1.0,1.0
CD86,,0.15143796600750242,0.177022977022977,
CD8A,,0.6486122573079095,0.6477033317717386,0.5338439338439338
CD9,0.18913971934106164,0.15431807456347335,0.180730264499898,
CD93,0.6086243712871787,0.5610424459261668,,
CD99,,,0.6324592923295426,
CD99L2,0.5187312687312687,,0.4674445359041937,
CDC25B,,0.9269002796104131,,
CDC42EP4,1.0,,,
CDC42SE1,,1.0,1.0,
CDC42SE2,1.0,1.0,,
CDC7,0.4775146880410038,,0.4126549126549126,
CDCA4,,1.0,1.0,
CDCA7,,0.43540616360383805,0.4028798787419477,
CDH12,1.0,,1.0,
CDH13,,1.0,,1.0
CDH15,1.0,,,
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH2,,,1.0,
CDH4,1.0,1.0,1.0,
CDH6,1.0,,1.0,1.0
CDH8,1.0,,1.0,1.0
CDH9,1.0,,1.0,
CDHR2,1.0,,1.0,
CDHR3,1.0,,,
CDK14,0.7527913613832468,,0.6792212079765729,
CDK16,0.9647829647829648,,0.9036419353772494,
CDK18,0.8312739891687261,,,
CDK2,,0.5547647618653536,,0.46390451653609543
CDK20,,1.0,,
CDK2AP1,,,0.9853688239170091,
CDK5R1,,1.0,0.9722852904671087,
CDK5RAP2,0.3652976857396747,,,
CDK5RAP3,1.0,,,
CDK6,0.5722538331233984,0.5171981766645045,,
CDK8,1.0,,,
CDKL2,0.990313658707441,0.9460439406510285,,
CDKN1A,0.18065268065268067,,,0.11521811521811522
CDKN1B,,,0.47313413858868403,
CDKN1C,,0.2245879120879121,,0.14340978170765406
CDKN2C,,0.2318038126257304,0.28779809147907304,
CDKN3,,,0.5566760283741417,
CDO1,,0.4300087667434606,,
CDON,,0.30583613916947244,0.32443120788985447,
CDS1,,0.9783096484667164,,
CDV3,0.5456199206199206,,0.4734831433626614,
CEACAM21,0.6602831131133018,,,
CEBPA,,0.23485163485163485,0.22648527942645588,
CEBPB,,0.18495475113122176,0.19241627937280112,
CEBPD,,0.15143796600750242,,
CECR2,,,0.42457673388210737,
CELF1,,,1.0,
CELF4,,1.0,1.0,
CELSR2,1.0,,,
CEMIP,,1.0,,
CENPA,,,0.84098892310036,
CENPO,1.0,,1.0,
CENPT,,1.0,,
CENPU,,,1.0,
